487.75920	31101.20	0.032	
490.45590	2696.70	0.371	
528.17260	37716.70	0.027	
570.17240	41999.80	0.024	
572.78680	2614.40	0.382	
592.32140	19534.60	0.051	
616.58460	24263.20	0.041	
642.66310	26078.50	0.038	
642.69410	31.00	32.258	
655.40850	12714.40	0.079	
860.93170	205523.20	0.005	

t	72	72	
	Isi	Frequency	
[s]	[ms]	[Hz]	
383.50610	NaN	NaN	

t	73	73	
	Isi	Frequency	
[s]	[ms]	[Hz]	

t	74	74	
	Isi	Frequency	
[s]	[ms]	[Hz]	

t	75	75	
	Isi	Frequency	
[s]	[ms]	[Hz]	

t	76	76	
	Isi	Frequency	
[s]	[ms]	[Hz]	

t	77	77	
	Isi	Frequency	
[s]	[ms]	[Hz]	
91.13740	NaN	NaN	
289.80560	198668.20	0.005	
407.75980	117954.20	0.008	
466.84720	59087.40	0.017	
702.30450	235457.30	0.004	
732.94120	30636.70	0.033	
811.27190	78330.70	0.013	
843.60890	32337.00	0.031	
843.62910	20.20	49.505	
843.65480	25.70	38.911	
843.68210	27.30	36.630	
844.16560	483.50	2.068	
844.20680	41.20	24.272	
844.25760	50.80	19.685	
844.49490	237.30	4.214	
844.52490	30.00	33.333	
844.53480	9.90	101.010	
844.81530	280.50	3.565	
845.11050	295.20	3.388	
845.12450	14.00	71.429	
845.19610	71.60	13.966	
845.59990	403.80	2.476	
845.69400	94.10	10.627	
846.08670	392.70	2.546	
846.31470	228.00	4.386	
846.45860	143.90	6.949	
846.46840	9.80	102.041	
846.47330	4.90	204.082	
846.48370	10.40	96.154	
846.50190	18.20	54.945	
846.54260	40.70	24.570	
846.54870	6.10	163.934	

t	78	78	
	Isi	Frequency	
[s]	[ms]	[Hz]	

t	82	82	
	Isi	Frequency	
[s]	[ms]	[Hz]	
4.78160	NaN	NaN	
53.09910	48317.50	0.021	
72.93400	19834.90	0.050	
76.35580	3421.80	0.292	
91.33830	14982.50	0.067	
94.32010	2981.80	0.335	
98.22250	3902.40	0.256	
120.71580	22493.30	0.044	
137.75030	17034.50	0.059	
161.96610	24215.80	0.041	
198.59270	36626.60	0.027	
200.86830	2275.60	0.439	
213.93960	13071.30	0.077	
217.03420	3094.60	0.323	
321.41100	104376.80	0.010	
321.41500	4.00	250.000	
321.54040	125.40	7.974	
334.47500	12934.60	0.077	
344.87610	10401.10	0.096	
359.07280	14196.70	0.070	
393.48880	34416.00	0.029	
393.54220	53.40	18.727	
393.54920	7.00	142.857	
393.67880	129.60	7.716	
417.81840	24139.60	0.041	
430.14930	12330.90	0.081	
430.78630	637.00	1.570	
430.80790	21.60	46.296	
430.89320	85.30	11.723	
430.94850	55.30	18.083	
431.25780	309.30	3.233	
431.47250	214.70	4.658	
431.60280	130.30	7.675	
447.22930	15626.50	0.064	
447.23310	3.80	263.158	
475.26100	28027.90	0.036	
511.68610	36425.10	0.027	
519.29760	7611.50	0.131	
519.88800	590.40	1.694	
522.34950	2461.50	0.406	
522.47220	122.70	8.150	
554.99670	32524.50	0.031	
555.90440	907.70	1.102	
561.61440	5710.00	0.175	
563.82820	2213.80	0.452	
563.83240	4.20	238.095	
566.49310	2660.70	0.376	
566.49740	4.30	232.558	
583.25010	16752.70	0.060	
601.69390	18443.80	0.054	
656.86750	55173.60	0.018	
674.76670	17899.20	0.056	
766.20230	91435.60	0.011	
769.33020	3127.90	0.320	
782.47100	13140.80	0.076	
788.29930	5828.30	0.172	
788.32860	29.30	34.130	
788.43080	102.20	9.785	
789.69050	1259.70	0.794	
799.57950	9889.00	0.101	
804.88130	5301.80	0.189	
808.19780	3316.50	0.302	
808.93030	732.50	1.365	
810.23640	1306.10	0.766	
810.47060	234.20	4.270	
810.47520	4.60	217.391	
818.55880	8083.60	0.124	
831.65250	13093.70	0.076	
833.80460	2152.10	0.465	
885.90740	52102.80	0.019	
892.13720	6229.80	0.161	
892.14100	3.80	263.158	
892.38070	239.70	4.172	
899.96860	7587.90	0.132	
900.24750	278.90	3.586	

t	84	84	
	Isi	Frequency	
[s]	[ms]	[Hz]	
475.02830	NaN	NaN	

t	85	85	
	Isi	Frequency	
[s]	[ms]	[Hz]	
265.21260	NaN	NaN	
607.70920	342496.60	0.003	

t	86	86	
	Isi	Frequency	
[s]	[ms]	[Hz]	

t	87	87	
	Isi	Frequency	
[s]	[ms]	[Hz]	
54.67530	NaN	NaN	
192.59780	137922.50	0.007	
192.63210	34.30	29.155	
250.41020	57778.10	0.017	
305.87450	55464.30	0.018	
327.23570	21361.20	0.047	
337.54770	10312.00	0.097	
344.88340	7335.70	0.136	
375.70410	30820.70	0.032	
379.20930	3505.20	0.285	
392.76710	13557.80	0.074	
400.34180	7574.70	0.132	
404.92600	4584.20	0.218	
406.83450	1908.50	0.524	
406.85090	16.40	60.976	
409.01010	2159.20	0.463	
410.22150	1211.40	0.825	
410.89110	669.60	1.493	
410.99880	107.70	9.285	
411.07670	77.90	12.837	
411.11690	40.20	24.876	
411.43960	322.70	3.099	
412.03360	594.00	1.684	
412.35270	319.10	3.134	
412.43720	84.50	11.834	
413.64440	1207.20	0.828	
414.72330	1078.90	0.927	
415.61850	895.20	1.117	
424.40890	8790.40	0.114	
429.65900	5250.10	0.190	
430.18040	521.40	1.918	
430.74740	567.00	1.764	
432.92870	2181.30	0.458	
433.09090	162.20	6.165	
433.34390	253.00	3.953	
435.31240	1968.50	0.508	
435.67260	360.20	2.776	
436.60850	935.90	1.068	
438.97230	2363.80	0.423	
439.84800	875.70	1.142	
443.82320	3975.20	0.252	
444.36580	542.60	1.843	
446.21640	1850.60	0.540	
446.96890	752.50	1.329	
447.58600	617.10	1.620	
450.40270	2816.70	0.355	
460.34370	9941.00	0.101	
463.31260	2968.90	0.337	
474.60700	11294.40	0.089	
477.48530	2878.30	0.347	
521.24700	43761.70	0.023	
579.83050	58583.50	0.017	
794.12990	214299.40	0.005	
794.18640	56.50	17.699	
794.26080	74.40	13.441	
794.51150	250.70	3.989	
794.84600	334.50	2.990	
794.85650	10.50	95.238	
795.65840	801.90	1.247	
845.82260	50164.20	0.020	
868.07980	22257.20	0.045	
880.74130	12661.50	0.079	


Binned Parameters:

t	12	12	13	13	14	14	17	17	21	21	22	22	26	26	27	27	28	28	31	31	33	33	34	34	35	35	36	36	37	37	38	38	41	41	43	43	44	44	45	45	46	46	47	47	48	48	51	51	52	52	53	53	54	54	55	55	58	58	61	61	62	62	63	63	66	66	67	67	68	68	71	71	72	72	73	73	74	74	75	75	76	76	77	77	78	78	82	82	84	84	85	85	86	86	87	87	
	Frequency	Number	Frequency	Number	Frequency	Number	Frequency	Number	Frequency	Number	Frequency	Number	Frequency	Number	Frequency	Number	Frequency	Number	Frequency	Number	Frequency	Number	Frequency	Number	Frequency	Number	Frequency	Number	Frequency	Number	Frequency	Number	Frequency	Number	Frequency	Number	Frequency	Number	Frequency	Number	Frequency	Number	Frequency	Number	Frequency	Number	Frequency	Number	Frequency	Number	Frequency	Number	Frequency	Number	Frequency	Number	Frequency	Number	Frequency	Number	Frequency	Number	Frequency	Number	Frequency	Number	Frequency	Number	Frequency	Number	Frequency	Number	Frequency	Number	Frequency	Number	Frequency	Number	Frequency	Number	Frequency	Number	Frequency	Number	Frequency	Number	Frequency	Number	Frequency	Number	Frequency	Number	Frequency	Number	Frequency	Number	
[s]	[Hz]	[-]	[Hz]	[-]	[Hz]	[-]	[Hz]	[-]	[Hz]	[-]	[Hz]	[-]	[Hz]	[-]	[Hz]	[-]	[Hz]	[-]	[Hz]	[-]	[Hz]	[-]	[Hz]	[-]	[Hz]	[-]	[Hz]	[-]	[Hz]	[-]	[Hz]	[-]	[Hz]	[-]	[Hz]	[-]	[Hz]	[-]	[Hz]	[-]	[Hz]	[-]	[Hz]	[-]	[Hz]	[-]	[Hz]	[-]	[Hz]	[-]	[Hz]	[-]	[Hz]	[-]	[Hz]	[-]	[Hz]	[-]	[Hz]	[-]	[Hz]	[-]	[Hz]	[-]	[Hz]	[-]	[Hz]	[-]	[Hz]	[-]	[Hz]	[-]	[Hz]	[-]	[Hz]	[-]	[Hz]	[-]	[Hz]	[-]	[Hz]	[-]	[Hz]	[-]	[Hz]	[-]	[Hz]	[-]	[Hz]	[-]	[Hz]	[-]	[Hz]	[-]	[Hz]	[-]	
1.00000	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	
2.00000	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	
3.00000	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	
4.00000	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	
5.00000	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	1.000	1	0.000	0	0.000	0	0.000	0	0.000	0	
6.00000	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	
7.00000	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	
8.00000	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	
9.00000	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	
10.00000	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	
11.00000	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	
12.00000	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	1.000	1	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	
13.00000	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	
14.00000	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	
15.00000	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	1.000	1	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	
16.00000	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	
17.00000	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	
18.00000	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	
19.00000	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	
20.00000	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	
21.00000	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	
22.00000	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	
23.00000	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	
